Research and development expenditure (% of GDP)
50,"Montenegro","..","..","..","..","0.9","..","..","..","0.3","..","..","..","0.4","..","0.4","..","0.4",".."
123,"Morocco","..","..","..","..","..","..","0.7","..","..","..","..","..","..","..","..","..","..",".."
180,"Mozambique","..","..","..","..","..","..","0.4","..","..","..","..","..","..","..","..","..","0.3",".."
148,"Myanmar","..","..","0.1","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
129,"Namibia","..","..","..","..","..","..","0.1","..","..","..","..","..","..","..","0.3","..","..",".."
149,"Nepal","..","..","..","..","..","..","0.3","..","..","..","..","..","..","..","..","..","..",".."
10,"Netherlands","1.9","..","1.8","..","1.8","..","1.7","..","1.9","..","1.9","..","2.0","..","2.0","..","2.0",".."
16,"New Zealand","..","..","..","..","1.1","..","..","..","1.2","..","..","..","1.2","..","..","..","..",".."
124,"Nicaragua","..","..","..","..","..","..","..","..","0.1","..","0.1","..","0.1","..","0.1","..","0.1",".."
1,"Norway","..","..","..","..","1.5","..","1.7","..","1.6","..","1.6","..","1.7","..","1.7","..","1.9",".."
48,"Oman","..","..","..","..","..","..","..","..","0.1","..","0.2","..","0.2","..","0.2","..","0.2",".."
150,"Pakistan","..","..","0.1","..","0.4","..","..","..","0.3","..","..","..","0.3","..","..","..","0.2",".."
119,"Palestine, State of","..","..","..","..","..","..","0.4","..","..","..","..","..","0.5","..","..","..","..",".."
66,"Panama","0.3","..","0.4","..","0.2","..","0.1","..","0.2","..","0.1","..","0.1","..","..","..","..",".."
110,"Paraguay","..","..","..","..","0.1","..","..","..","0.1","..","0.1","..","..","..","0.1","..","0.1",".."
89,"Peru","..","..","0.1","..","..","..","..","..","0.1","..","0.1","..","0.1","..","0.1","..","0.1",".."
113,"Philippines","..","..","..","..","0.1","..","..","..","0.1","..","..","..","0.1","..","..","..","..",".."
33,"Poland","0.6","..","0.6","..","0.6","..","0.7","..","0.7","..","0.9","..","0.9","..","0.9","..","1.0",".."
41,"Portugal","0.6","..","0.7","..","0.8","..","1.5","..","1.5","..","1.4","..","1.3","..","1.3","..","1.3",".."
37,"Qatar","..","..","..","..","..","..","..","..","..","..","0.5","..","..","..","..","..","..",".."
52,"Romania","0.7","..","0.4","..","0.4","..","0.5","..","0.5","..","0.5","..","0.4","..","0.4","..","0.5",".."
49,"Russian Federation","1.0","..","1.0","..","1.1","..","1.1","..","1.0","..","1.0","..","1.1","..","1.1","..","1.1",".."
39,"Saudi Arabia","..","..","..","..","0.0","..","0.9","..","0.9","..","0.9","..","0.8","..","..","..","..",".."
164,"Senegal","..","..","..","..","..","..","0.5","..","..","..","..","..","..","..","..","..","..",".."
67,"Serbia","..","..","0.9","..","0.4","..","0.7","..","0.7","..","0.9","..","0.7","..","0.8","..","0.9",".."
62,"Seychelles","..","..","..","..","0.3","..","..","..","..","..","..","..","..","..","..","..","..",".."
9,"Singapore","1.3","..","1.8","..","2.2","..","2.0","..","2.2","..","2.0","..","2.0","..","2.2","..","..",".."
38,"Slovakia","0.9","..","0.6","..","0.5","..","0.6","..","0.7","..","0.8","..","0.8","..","0.9","..","1.2",".."
25,"Slovenia","1.3","..","1.4","..","1.4","..","2.1","..","2.4","..","2.6","..","2.6","..","2.4","..","2.2",".."
113,"South Africa","..","..","..","..","0.9","..","0.7","..","0.7","..","0.7","..","0.7","..","..","..","..",".."
26,"Spain","0.8","..","0.9","..","1.1","..","1.4","..","1.3","..","1.3","..","1.3","..","1.2","..","1.2",".."
76,"Sri Lanka","0.2","..","0.1","..","..","..","0.1","..","..","..","..","..","0.1","..","..","..","..",".."
167,"Sudan","..","..","0.5","..","0.3","..","..","..","..","..","..","..","..","..","..","..","..",".."
7,"Sweden","..","..","..","..","3.4","..","3.2","..","3.2","..","3.3","..","3.3","..","3.1","..","3.3",".."
2,"Switzerland","2.5","..","2.3","..","..","..","..","..","..","..","3.0","..","..","..","..","..","..",".."
127,"Tajikistan","..","..","..","..","0.1","..","0.1","..","0.1","..","0.1","..","0.1","..","0.1","..","0.1",".."
154,"Tanzania (United Republic of)","..","..","..","..","..","..","0.4","..","..","..","..","..","0.5","..","..","..","..",".."
83,"Thailand","0.1","..","0.2","..","0.2","..","..","..","0.4","..","..","..","0.4","..","0.5","..","0.6",".."
80,"The former Yugoslav Republic of Macedonia","..","..","0.4","..","0.2","..","0.2","..","0.2","..","0.3","..","0.4","..","0.5","..","0.4",".."
165,"Togo","..","..","..","..","..","..","0.3","..","..","..","0.2","..","..","..","0.3","..","..",".."
69,"Trinidad and Tobago","0.1","..","0.1","..","0.1","..","0.0","..","0.0","..","0.0","..","0.1","..","0.1","..","..",".."
95,"Tunisia","..","..","..","..","0.7","..","0.7","..","0.7","..","0.7","..","0.7","..","0.7","..","0.6",".."
64,"Turkey","0.5","..","0.5","..","0.6","..","0.8","..","0.9","..","0.9","..","0.9","..","1.0","..","..",".."
162,"Uganda","..","..","..","..","0.2","..","0.5","..","..","..","..","..","..","..","..","..","..",".."
88,"Ukraine","..","..","1.0","..","1.0","..","0.8","..","0.7","..","0.8","..","0.8","..","0.6","..","0.6",".."
34,"United Arab Emirates","..","..","..","..","..","..","..","..","0.5","..","..","..","..","..","0.7","..","0.9",".."
14,"United Kingdom","1.6","..","1.6","..","1.6","..","1.7","..","1.7","..","1.6","..","1.7","..","1.7","..","1.7",".."
13,"United States","2.4","..","2.6","..","2.5","..","2.7","..","2.8","..","2.7","..","2.7","..","2.8","..","2.8",".."
55,"Uruguay","0.3","..","0.2","..","..","..","0.3","..","0.3","..","0.3","..","0.3","..","0.3","..","..",".."
105,"Uzbekistan","..","..","0.4","..","0.2","..","0.2","..","0.2","..","0.2","..","0.2","..","0.2","..","0.2",".."
116,"Viet Nam","..","..","..","..","..","..","..","..","0.2","..","..","..","0.4","..","..","..","..",".."
144,"Zambia","0.0","..","..","..","0.0","..","..","..","..","..","..","..","..","..","..","..","..",".."
168,"Afghanistan","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
68,"Albania","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
35,"Andorra","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
147,"Angola","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
70,"Antigua and Barbuda","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
54,"Bahamas","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
136,"Bangladesh","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
58,"Barbados","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
106,"Belize","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
163,"Benin","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
134,"Bhutan","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
39,"Brunei Darussalam","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
151,"Cameroon","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
188,"Central African Republic","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
186,"Chad","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
165,"Comoros","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
137,"Congo","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
170,"Côte d'Ivoire","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
172,"Djibouti","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
103,"Dominica","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
94,"Dominican Republic","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
141,"Equatorial Guinea","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
179,"Eritrea","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
144,"Eswatini (Kingdom of)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
92,"Fiji","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
110,"Gabon","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
75,"Grenada","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
175,"Guinea","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
177,"Guinea-Bissau","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
125,"Guyana","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
168,"Haiti","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
97,"Jamaica","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
95,"Jordan","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
134,"Kiribati","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
n.a,"Korea (Democratic People's Rep. of)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
139,"Lao People's Democratic Republic","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
80,"Lebanon","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
181,"Liberia","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
108,"Libya","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
17,"Liechtenstein","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
171,"Malawi","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
101,"Maldives","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
106,"Marshall Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
159,"Mauritania","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
131,"Micronesia (Federated States of)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
n.a,"Nauru","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
189,"Niger","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
157,"Nigeria","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
60,"Palau","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
153,"Papua New Guinea","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
158,"Rwanda","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
72,"Saint Kitts and Nevis","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
90,"Saint Lucia","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
99,"Saint Vincent and the Grenadines","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
104,"Samoa","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
n.a,"San Marino","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
143,"Sao Tome and Principe","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
184,"Sierra Leone","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
152,"Solomon Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
n.a,"Somalia","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
187,"South Sudan","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
100,"Suriname","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
155,"Syrian Arab Republic","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
132,"Timor-Leste","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
98,"Tonga","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
108,"Turkmenistan","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
n.a,"Tuvalu","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
138,"Vanuatu","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
78,"Venezuela (Bolivarian Republic of)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
178,"Yemen","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
156,"Zimbabwe","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
